CIM一级分类,CIM二级分类,CIM三级分类,ID,Location,所属园区名称,建筑名称,建设阶段,模型精度
时空基础数据,三维模型,建筑三维模型,Logistics_T02,"-103144.00000000023,-73497.00000002049,4200",电子综合物流,电子综合物流2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T03,"-88257.0000000007,-67447.99999999814,3800",电子综合物流,电子综合物流3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T04,"-126863.00000000047,-94016.99999999255,2900",电子综合物流,电子综合物流4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T05,"-99947.99999999814,-86693.99999999441,3700",电子综合物流,电子综合物流5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T06,"-84046.0000000021,-79679.00000000373,2600",电子综合物流,电子综合物流6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T07,"-121753.0000000028,-115656.00000000559,2900",电子综合物流,电子综合物流7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T08,"-84844.00000000023,-104893.99999999441,2900",电子综合物流,电子综合物流8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T09,"-116750,-129108.00000000745,2900",电子综合物流,电子综合物流9栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Logistics_T10,"-82510.9999999986,-118641.0000000149,1600",电子综合物流,电子综合物流10栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,No5Coldsite,"-9542.290000000503,93250.79999999143,977",5号冷站,5号冷站,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Hongrongyuan_TD,"77612.6655918837,183492.84219169058,10000",前海鸿荣源中心,前海鸿荣源中心D座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hongrongyuan_TE,"77423.78229846363,175145.1110868249,10000",前海鸿荣源中心,前海鸿荣源中心E座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hongrongyuan_TA,"90652.97542348853,183029.7101895325,10000",前海鸿荣源中心,前海鸿荣源中心A座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hongrongyuan_TB,"94410.06627099123,172075.938281836,10000",前海鸿荣源中心,前海鸿荣源中心B座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hongrongyuan_TC,"93457.56436599768,163503.4211366903,10000",前海鸿荣源中心,前海鸿荣源中心C座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,InfCom,"47870.42631666991,51876.37149351649,10000",前海信息枢纽大厦,前海信息枢纽大厦,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T01,"-14616.675220173784,-30905.85570228286,10000",前海湾花园,前海湾花园1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T02,"-10595.000510156387,-35721.28200000152,10000",前海湾花园,前海湾花园2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T03,"-6044.158075127052,-38208.37030755356,10000",前海湾花园,前海湾花园3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T04,"-2763.3181802462786,-43235.46369499527,10000",前海湾花园,前海湾花园4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T05,"-21337.10532785044,-31170.4395649489,10000",前海湾花园,前海湾花园5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T06,"-16521.67903012014,-37837.95290002599,10000",前海湾花园,前海湾花园6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T07,"-12976.255272817798,-44928.800415061414,10000",前海湾花园,前海湾花园7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T08,"-10118.749557778938,-49056.30867010914,10000",前海湾花园,前海湾花园8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T09,"-28847.759238042636,-38457.07913842052,10000",前海湾花园,前海湾花园9栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T10,"-22868.163945450215,-44701.258293306455,10000",前海湾花园,前海湾花园10栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T11,"-20804.409817949636,-49463.76781840809,10000",前海湾花园,前海湾花园11栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Qianhaiwan_T12,"-17949.020773917437,-54154.31053265929,10000",前海湾花园,前海湾花园12栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Pingbo,"15039.295202714857,-61594.408746249974,10000",平博汽车,平博汽车大楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,ZimaoDS,"1069.2672628618311,-125729.53701666556,10000",前海自贸大厦,前海自贸大厦,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Pingheng,"7324.470745306462,-52891.80453545414,10000",平恒汽车,平恒汽车,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Haiyun,"-73203.8139619457,-131395.58256869204,10000",海运大厦,海运大厦,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,No10Coldsite,"46543.53490792564,-132262.09471831098,2000",10号冷站,10号冷站,CProgress-C,CIM5
时空基础数据,三维模型,建筑三维模型,ChowTF_FC_T02,"77921.04236278683,194373.05540707894,17436",前海周大福金融大厦,前海周大福金融大厦2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T14,"16629.749641305534,48373.51931119338,2000",三小镇,深港数字平台14栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T16,"13057.867497613188,48691.019946243614,2000",三小镇,深港数字平台16栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T15,"11734.948184993118,49749.355396209285,2000",三小镇,深港数字平台15栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T13,"10094.528237357736,50913.524391222745,2000",三小镇,深港数字平台13栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T08,"2897.8471773443744,51151.64986746386,3000",三小镇,深港总部经济平台8栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T09,"-991.5356012468692,55252.69973622635,3000",三小镇,深港总部经济平台9栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T18,"15544.955805089558,44881.01232619956,2000",三小镇,深港数字平台18栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T17,"14513.078741315985,43716.8433311861,2000",三小镇,深港数字平台17栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T07,"91056.26411885023,103379.75467015058,10000",前海中集国际商务中心,前海中集国际商务中心7栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T08,"96529.84277450596,106472.07856304012,10000",前海中集国际商务中心,前海中集国际商务中心8栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T09,"98712.65964008635,104090.82380058244,10000",前海中集国际商务中心,前海中集国际商务中心9栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T10,"102760.79273632495,100161.75344241783,10000",前海中集国际商务中心,前海中集国际商务中心10栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T11,"106531.11277691205,97185.18498921767,10000",前海中集国际商务中心,前海中集国际商务中心11栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T12,"94585.15138512594,99407.68943428993,10000",前海中集国际商务中心,前海中集国际商务中心12栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T13,"98712.65964009217,96431.12098113634,10000",前海中集国际商务中心,前海中集国际商务中心13栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T14,"103435.48158562044,94010.17863927409,10000",前海中集国际商务中心,前海中集国际商务中心14栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T15,"114627.37896945328,89088.91879674047,10000",前海中集国际商务中心,前海中集国际商务中心15栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T16,"98196.72110811225,89247.66911426559,10000",前海中集国际商务中心,前海中集国际商务中心16栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T01,"75765.30124521232,107818.47969349474,2000",前海管理局,前海管理局1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T02,"142108.02907564212,14581.64009526372,2000",前海管理局,前海管理局2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T03,"149093.0430459557,22281.030494207516,2000",前海管理局,前海管理局3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T04,"146949.91375952377,7091.270947642624,2000",前海管理局,前海管理局4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T05,"148802.00079706847,9287.317006429657,2000",前海管理局,前海管理局5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T06,"150680.54622090422,11298.154361452907,2000",前海管理局,前海管理局6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T07,"152903.05066598812,13758.784282766283,2000",前海管理局,前海管理局7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T08,"154808.05447601015,15743.163251597434,2000",前海管理局,前海管理局8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHoffice_T09,"156924.72537595313,18732.960897916928,2000",前海管理局,前海管理局9栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,HuataiUnitedsecuritiesQH_T01,"77803.03796450607,87675.84253456444,10000",华泰联合证券深圳前海总部,华泰证券1栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,HuataiUnitedsecuritiesQH_T02,"80025.5424095376,84818.3368195314,10000",华泰联合证券深圳前海总部,华泰证券2栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T19,"78794.698281202,73003.07985516265,10000",龙海家园,龙海家园19栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T20,"86732.2141563578,80940.59573039412,10000",龙海家园,龙海家园20栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T21,"65062.79581724084,89513.11287558638,10000",龙海家园,龙海家园21栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T22,"59903.410498361336,89592.48803430237,10000",龙海家园,龙海家园22栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T23,"185574.62067172746,267103.73365278356,10000",龙海家园,龙海家园23栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T24,"185773.0585686164,247299.63154452853,10000",龙海家园,龙海家园24栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Longhai_T25,"186204.68304294045,214340.94896037132,10000",龙海家园,龙海家园25栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiSquare_T02,"27456.874076696113,136985.3227519896,10000",前海嘉里建设广场,前海嘉里建设广场2栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,First-AidStation_T01,"-192856.67924727313,-65823.04452834651,2000",救助站,救助站1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,First-AidStation_T02,"-191308.86365153128,-72331.80754589848,2000",救助站,救助站2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,WaterPower,"62199.68268916127,-16544.95106767863,2000",南山污水处理厂,南山污水处理厂,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Taikang_01,"50862.26418080623,17842.131594661623,10000",深圳前海泰康国际医院,深圳前海泰康国际医院1栋,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Taikang_02,"38488.99985123426,17004.72367014736,10000",深圳前海泰康国际医院,深圳前海泰康国际医院2栋,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT1,"89815.14767220942,284908.87561924756,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T1塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Tianjing_T08,"5716.612368682399,13575.50633372739,10000",前海天境花园,前海天境花园8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T01,"9764.745464891894,18338.01585882902,10000",前海天境花园,前海天境花园1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T02,"14844.755624880781,14686.758556310087,10000",前海天境花园,前海天境花园2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T04,"12146.000227349577,3653.6114898510277,10000",前海天境花园,前海天境花园4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T03,"16194.133323745336,8574.871332431212,10000",前海天境花园,前海天境花园3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T05,"10161.621258518426,8257.370697520673,10000",前海天境花园,前海天境花园5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T06,"4843.485622463049,5876.115934969857,10000",前海天境花园,前海天境花园6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Tianjing_T07,"2303.480542410398,10638.625459978357,10000",前海天境花园,前海天境花园7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT2,"90078.11718503362,275975.2290505916,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T2塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT3,"91822.12312146439,267402.71190553904,28050",前海地铁综合交通枢纽,前海地铁综合交通枢纽T3塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT4,"93516.68749761884,256187.28186907247,28010.000000000004",前海地铁综合交通枢纽,前海地铁综合交通枢纽T4塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT5,"92303.79293234437,247244.28690676577,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T5塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT6,"90075.86962895584,236128.89935779385,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T6塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT7,"91504.62248666445,224063.87522770092,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T7塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT10,"93505.096973537,275917.4615735654,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T10塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Longhai_T26,"184964.8309978249,301273.51529821754,10000",龙海家园,龙海家园26栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT8,"78963.34740399616,259147.69539549015,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T8塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT9,"79329.79605346336,234596.2973339483,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T9塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,TrafficCom_TT11,"79093.60155996983,213932.2976725176,10000",前海地铁综合交通枢纽,前海地铁综合交通枢纽T11塔楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Rongxi_T06,"-2807.750512973871,-68630.41311362758,10000",嵘玺家园,嵘玺家园6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T07,"3330.5950969224796,-72228.75364371575,10000",嵘玺家园,嵘玺家园7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T08,"8622.272346989485,-74662.9251787439,10000",嵘玺家园,嵘玺家园8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHDS_TT3,"116116.05666667456,144132.1606445592,",前海大厦,前海大厦T3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T13,"168199.39000003505,147247.63562511653,5000",地铁前海时代,地铁前海时代广场13栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCnorth_T01,"167525.58309683227,237579.43260865286,1487.48",前海深港青年梦工场北区,前海深港青年梦工场北区1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCnorth_T02,"166652.45635067113,226705.03585976548,1706.0199999999998",前海深港青年梦工场北区,前海深港青年梦工场北区2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCnorth_T03,"168001.8340493436,214163.7607772369,2330.02",前海深港青年梦工场北区,前海深港青年梦工场北区3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCnorth_T04,"150856.79975941894,237103.1816562172,1497.96",前海深港青年梦工场北区,前海深港青年梦工场北区4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCnorth_T06,"150142.4233304744,215671.88879358582,1358.91",前海深港青年梦工场北区,前海深港青年梦工场北区5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,LDY_T01,"203398.74512122478,278814.82757930644,5000",六单元项目,六单元项目1栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T02,"207420.4198311607,274793.1528690737,5000",六单元项目,六单元项目2栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T03,"207420.41983122472,265903.1350892503,5000",六单元项目,六单元项目3栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T04,"202975.41094126063,260823.12492919154,5000",六单元项目,六单元项目4栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T05,"202552.07676118007,254896.44640912302,5000",六单元项目,六单元项目5栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T06,"207420.41983136442,250239.77042920887,5000",六单元项目,六单元项目6栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T07,"209838.71633466915,189120.89819116518,5000",六单元项目,六单元项目7栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T08,"207722.0454345108,175362.5373411458,5000",六单元项目,六单元项目8栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T09,"201768.90852821525,163906.05609482154,5000",六单元项目,六单元项目9栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T10,"201557.24143836414,155756.8731296342,5000",六单元项目,六单元项目10栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T11,"201451.40789325815,147396.02307472378,5000",六单元项目,六单元项目11栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T12,"207166.4193231496,135013.49830953404,5000",六单元项目,六单元项目12栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,LDY_T13,"201345.5743483326,126229.31407452561,5000",六单元项目,六单元项目13栋,CProgress-A,CIM2
时空基础数据,三维模型,建筑三维模型,SDYschool,"23109.42707681097,-4254.076232854277,2000",前湾十单元学校,十单元学校,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_T01,"35663.93135244725,150090.9199576825,10000",前海嘉里商务中心,前海嘉里商务中心1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_T02,"41352.484396251384,123367.94984485023,10000",前海嘉里商务中心,前海嘉里商务中心2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SJDYschool,"30134.12862585974,-70935.16272134148,2000",妈湾十九单元九年一贯制学校,妈湾十九单元九年一贯制学校,CProgress-A,CIM3
